identity_line_item_id,bill_billing_period_start_date,line_item_usage_account_id,product_product_name,line_item_usage_type,pricing_public_on_demand_cost,line_item_usage_start_date,line_item_usage_end_date
li-3182313,2025-06-01,478730361420,AmazonRDS,BoxUsage:m6i.xlarge,7.868,2025-06-29T08:00Z,2025-06-29T09:00Z
li-3321793,2025-07-01,726602501532,AmazonEC2,InstanceUsage:rds.t3.medium,3.415,2025-07-09T07:00Z,2025-07-09T08:00Z
li-6985106,2025-07-01,837901062323,AmazonRDS,TimedStorage-S3,7.633,2025-07-12T09:00Z,2025-07-12T10:00Z
li-6470793,2025-06-01,582370162668,AmazonS3,TimedStorage-S3,3.657,2025-06-25T14:00Z,2025-06-25T15:00Z
li-8745968,2025-07-01,331687823537,AmazonEC2,BoxUsage:m6i.xlarge,9.581,2025-07-06T20:00Z,2025-07-06T21:00Z
li-4089995,2025-06-01,901382884835,AmazonS3,InstanceUsage:rds.t3.medium,2.437,2025-06-30T11:00Z,2025-06-30T12:00Z
li-1734237,2025-06-01,775690884278,AmazonS3,InstanceUsage:rds.t3.medium,4.243,2025-06-28T16:00Z,2025-06-28T17:00Z
li-2281384,2025-07-01,636850303106,AmazonRDS,TimedStorage-S3,7.149,2025-07-08T02:00Z,2025-07-08T03:00Z
li-2385365,2025-07-01,525267315339,AmazonS3,BoxUsage:m6i.xlarge,3.349,2025-07-11T12:00Z,2025-07-11T13:00Z
li-8824899,2025-07-01,323980244272,AmazonRDS,BoxUsage:m6i.xlarge,2.999,2025-07-04T05:00Z,2025-07-04T06:00Z
li-5974610,2025-06-01,127543910525,AmazonS3,BoxUsage:m6i.xlarge,9.409,2025-06-25T11:00Z,2025-06-25T12:00Z
li-6444540,2025-06-01,463424178542,AmazonS3,BoxUsage:m6i.xlarge,8.910,2025-06-18T02:00Z,2025-06-18T03:00Z
li-2801651,2025-06-01,199150063507,AmazonS3,TimedStorage-S3,9.298,2025-06-29T16:00Z,2025-06-29T17:00Z
li-9932974,2025-07-01,133482270124,AmazonEC2,BoxUsage:m6i.xlarge,7.566,2025-07-15T02:00Z,2025-07-15T03:00Z
li-1150024,2025-07-01,484987418410,AmazonS3,BoxUsage:m6i.xlarge,4.026,2025-07-01T02:00Z,2025-07-01T03:00Z
li-6308943,2025-07-01,677441717721,AmazonS3,BoxUsage:m6i.xlarge,3.292,2025-07-02T09:00Z,2025-07-02T10:00Z
li-4007593,2025-06-01,579748515664,AmazonEC2,TimedStorage-S3,8.947,2025-06-25T20:00Z,2025-06-25T21:00Z
li-6657019,2025-07-01,390195930053,AmazonEC2,TimedStorage-S3,2.573,2025-07-01T02:00Z,2025-07-01T03:00Z
li-3648665,2025-06-01,574100649513,AmazonRDS,TimedStorage-S3,8.095,2025-06-24T19:00Z,2025-06-24T20:00Z
li-4187927,2025-06-01,624239569694,AmazonS3,InstanceUsage:rds.t3.medium,5.982,2025-06-26T21:00Z,2025-06-26T22:00Z
li-7338491,2025-07-01,277736079875,AmazonRDS,TimedStorage-S3,6.669,2025-07-04T06:00Z,2025-07-04T07:00Z
li-8377570,2025-07-01,792650194896,AmazonRDS,TimedStorage-S3,4.242,2025-07-07T10:00Z,2025-07-07T11:00Z
li-6944699,2025-06-01,248842950529,AmazonEC2,InstanceUsage:rds.t3.medium,9.072,2025-06-21T16:00Z,2025-06-21T17:00Z
li-7669548,2025-07-01,905925700005,AmazonS3,BoxUsage:m6i.xlarge,7.967,2025-07-10T08:00Z,2025-07-10T09:00Z
li-3606752,2025-07-01,617975652671,AmazonEC2,BoxUsage:m6i.xlarge,6.584,2025-07-01T06:00Z,2025-07-01T07:00Z
li-2952499,2025-06-01,816978401154,AmazonS3,BoxUsage:m6i.xlarge,5.905,2025-06-26T16:00Z,2025-06-26T17:00Z
li-9225683,2025-06-01,251154704086,AmazonRDS,BoxUsage:m6i.xlarge,2.274,2025-06-28T02:00Z,2025-06-28T03:00Z
li-1268377,2025-06-01,505412485460,AmazonS3,InstanceUsage:rds.t3.medium,4.399,2025-06-18T02:00Z,2025-06-18T03:00Z
li-7143220,2025-07-01,689938798127,AmazonS3,BoxUsage:m6i.xlarge,6.204,2025-07-15T03:00Z,2025-07-15T04:00Z
li-1863451,2025-06-01,824454149951,AmazonRDS,InstanceUsage:rds.t3.medium,3.496,2025-06-27T16:00Z,2025-06-27T17:00Z
li-6833117,2025-07-01,383767148919,AmazonS3,BoxUsage:m6i.xlarge,5.998,2025-07-06T22:00Z,2025-07-06T23:00Z
li-5762968,2025-07-01,896274755327,AmazonEC2,InstanceUsage:rds.t3.medium,0.646,2025-07-15T16:00Z,2025-07-15T17:00Z
li-7603629,2025-07-01,841999527574,AmazonS3,TimedStorage-S3,8.854,2025-07-04T04:00Z,2025-07-04T05:00Z
li-6437054,2025-07-01,551278341176,AmazonEC2,BoxUsage:m6i.xlarge,7.315,2025-07-13T09:00Z,2025-07-13T10:00Z
li-8307319,2025-06-01,143704530926,AmazonS3,InstanceUsage:rds.t3.medium,8.430,2025-06-21T07:00Z,2025-06-21T08:00Z
li-5077466,2025-06-01,620227722724,AmazonRDS,InstanceUsage:rds.t3.medium,6.268,2025-06-25T06:00Z,2025-06-25T07:00Z
li-8212019,2025-06-01,120118891776,AmazonS3,BoxUsage:m6i.xlarge,4.849,2025-06-28T07:00Z,2025-06-28T08:00Z
li-5495167,2025-07-01,859376889020,AmazonEC2,BoxUsage:m6i.xlarge,7.287,2025-07-01T19:00Z,2025-07-01T20:00Z
li-1919280,2025-06-01,240478272756,AmazonRDS,BoxUsage:m6i.xlarge,7.924,2025-06-30T04:00Z,2025-06-30T05:00Z
li-9700313,2025-07-01,171460208222,AmazonRDS,BoxUsage:m6i.xlarge,2.731,2025-07-16T09:00Z,2025-07-16T10:00Z
li-7539217,2025-06-01,335283418699,AmazonS3,TimedStorage-S3,9.509,2025-06-18T10:00Z,2025-06-18T11:00Z
li-5562519,2025-06-01,935110963289,AmazonRDS,TimedStorage-S3,2.418,2025-06-22T05:00Z,2025-06-22T06:00Z
li-6553247,2025-07-01,442095212720,AmazonEC2,BoxUsage:m6i.xlarge,4.033,2025-07-04T16:00Z,2025-07-04T17:00Z
li-8695400,2025-07-01,693306717824,AmazonS3,TimedStorage-S3,2.581,2025-07-09T00:00Z,2025-07-09T01:00Z
li-3329028,2025-06-01,516693370467,AmazonEC2,TimedStorage-S3,5.506,2025-06-28T15:00Z,2025-06-28T16:00Z
li-2718762,2025-06-01,799499988049,AmazonRDS,InstanceUsage:rds.t3.medium,2.843,2025-06-27T20:00Z,2025-06-27T21:00Z
li-8888623,2025-07-01,671929470945,AmazonRDS,BoxUsage:m6i.xlarge,6.981,2025-07-05T21:00Z,2025-07-05T22:00Z
li-6571674,2025-06-01,724834406757,AmazonEC2,TimedStorage-S3,8.607,2025-06-18T07:00Z,2025-06-18T08:00Z
li-5713360,2025-07-01,632939301762,AmazonEC2,InstanceUsage:rds.t3.medium,9.437,2025-07-06T07:00Z,2025-07-06T08:00Z
li-1592481,2025-07-01,783546513506,AmazonRDS,TimedStorage-S3,0.568,2025-07-11T10:00Z,2025-07-11T11:00Z
li-1528406,2025-07-01,551749295120,AmazonS3,BoxUsage:m6i.xlarge,5.577,2025-07-05T04:00Z,2025-07-05T05:00Z
li-7088100,2025-07-01,661019890500,AmazonEC2,InstanceUsage:rds.t3.medium,0.097,2025-07-08T12:00Z,2025-07-08T13:00Z
li-1698805,2025-07-01,150850352386,AmazonRDS,BoxUsage:m6i.xlarge,7.047,2025-07-14T03:00Z,2025-07-14T04:00Z
li-8533506,2025-07-01,549858452267,AmazonS3,TimedStorage-S3,2.547,2025-07-06T06:00Z,2025-07-06T07:00Z
li-1569864,2025-07-01,367313892027,AmazonRDS,BoxUsage:m6i.xlarge,4.168,2025-07-03T10:00Z,2025-07-03T11:00Z
li-9691635,2025-07-01,239318534663,AmazonEC2,InstanceUsage:rds.t3.medium,2.756,2025-07-11T06:00Z,2025-07-11T07:00Z
li-5425104,2025-07-01,707646132731,AmazonEC2,BoxUsage:m6i.xlarge,7.562,2025-07-08T11:00Z,2025-07-08T12:00Z
li-9657051,2025-07-01,487204625346,AmazonEC2,BoxUsage:m6i.xlarge,1.377,2025-07-01T17:00Z,2025-07-01T18:00Z
li-8720293,2025-07-01,617327878732,AmazonRDS,InstanceUsage:rds.t3.medium,7.498,2025-07-13T08:00Z,2025-07-13T09:00Z
li-5314227,2025-07-01,467085977385,AmazonRDS,InstanceUsage:rds.t3.medium,8.761,2025-07-10T18:00Z,2025-07-10T19:00Z
li-8169190,2025-06-01,463672559909,AmazonRDS,TimedStorage-S3,4.310,2025-06-21T01:00Z,2025-06-21T02:00Z
li-6981496,2025-06-01,766140720676,AmazonS3,TimedStorage-S3,7.625,2025-06-27T07:00Z,2025-06-27T08:00Z
li-4966704,2025-07-01,765546333775,AmazonEC2,BoxUsage:m6i.xlarge,7.945,2025-07-03T18:00Z,2025-07-03T19:00Z
li-6055120,2025-07-01,571140249017,AmazonS3,BoxUsage:m6i.xlarge,6.414,2025-07-11T01:00Z,2025-07-11T02:00Z
li-3162816,2025-07-01,871121126016,AmazonEC2,TimedStorage-S3,6.827,2025-07-02T08:00Z,2025-07-02T09:00Z
li-6640025,2025-07-01,754411616035,AmazonEC2,InstanceUsage:rds.t3.medium,5.773,2025-07-13T02:00Z,2025-07-13T03:00Z
li-8607287,2025-06-01,895996508858,AmazonEC2,InstanceUsage:rds.t3.medium,0.271,2025-06-18T13:00Z,2025-06-18T14:00Z
li-9934593,2025-07-01,293196529186,AmazonEC2,BoxUsage:m6i.xlarge,8.671,2025-07-13T05:00Z,2025-07-13T06:00Z
li-2446262,2025-07-01,452469529418,AmazonS3,InstanceUsage:rds.t3.medium,5.295,2025-07-05T02:00Z,2025-07-05T03:00Z
li-9620616,2025-07-01,210454315582,AmazonS3,BoxUsage:m6i.xlarge,6.343,2025-07-09T11:00Z,2025-07-09T12:00Z
li-4850746,2025-06-01,624293531903,AmazonS3,BoxUsage:m6i.xlarge,0.636,2025-06-29T16:00Z,2025-06-29T17:00Z
li-2072193,2025-06-01,204831845924,AmazonS3,TimedStorage-S3,1.278,2025-06-22T05:00Z,2025-06-22T06:00Z
li-2573041,2025-07-01,701663439264,AmazonRDS,TimedStorage-S3,7.027,2025-07-03T22:00Z,2025-07-03T23:00Z
li-4322006,2025-07-01,148674757046,AmazonS3,TimedStorage-S3,4.085,2025-07-01T21:00Z,2025-07-01T22:00Z
li-7884384,2025-06-01,139167960352,AmazonEC2,InstanceUsage:rds.t3.medium,5.144,2025-06-18T21:00Z,2025-06-18T22:00Z
li-2199887,2025-07-01,865775260655,AmazonEC2,BoxUsage:m6i.xlarge,4.591,2025-07-09T03:00Z,2025-07-09T04:00Z
li-9221236,2025-07-01,493593144051,AmazonEC2,TimedStorage-S3,2.567,2025-07-15T18:00Z,2025-07-15T19:00Z
li-8105808,2025-07-01,986010873294,AmazonRDS,TimedStorage-S3,4.224,2025-07-16T18:00Z,2025-07-16T19:00Z
li-7151245,2025-06-01,114150347472,AmazonS3,TimedStorage-S3,3.098,2025-06-23T04:00Z,2025-06-23T05:00Z
li-3770751,2025-07-01,320056795177,AmazonS3,InstanceUsage:rds.t3.medium,1.467,2025-07-01T15:00Z,2025-07-01T16:00Z
li-7031539,2025-07-01,837876152586,AmazonRDS,InstanceUsage:rds.t3.medium,8.767,2025-07-08T20:00Z,2025-07-08T21:00Z
li-7387305,2025-07-01,380839537935,AmazonS3,BoxUsage:m6i.xlarge,2.234,2025-07-06T09:00Z,2025-07-06T10:00Z
li-7300157,2025-07-01,742382305163,AmazonRDS,TimedStorage-S3,3.870,2025-07-03T20:00Z,2025-07-03T21:00Z
li-6546215,2025-06-01,312047211202,AmazonEC2,TimedStorage-S3,5.012,2025-06-20T05:00Z,2025-06-20T06:00Z
li-4158049,2025-07-01,489840042436,AmazonS3,TimedStorage-S3,0.808,2025-07-03T19:00Z,2025-07-03T20:00Z
li-4413696,2025-07-01,625546301985,AmazonRDS,TimedStorage-S3,2.591,2025-07-11T12:00Z,2025-07-11T13:00Z
li-8430866,2025-06-01,152737856270,AmazonRDS,BoxUsage:m6i.xlarge,1.660,2025-06-19T10:00Z,2025-06-19T11:00Z
li-9302922,2025-07-01,803209304172,AmazonS3,TimedStorage-S3,4.753,2025-07-13T11:00Z,2025-07-13T12:00Z
li-3479073,2025-07-01,948298454580,AmazonRDS,InstanceUsage:rds.t3.medium,6.330,2025-07-01T11:00Z,2025-07-01T12:00Z
li-7021891,2025-07-01,196121880564,AmazonEC2,TimedStorage-S3,8.504,2025-07-06T00:00Z,2025-07-06T01:00Z
li-3239449,2025-07-01,202558179426,AmazonS3,TimedStorage-S3,8.817,2025-07-07T13:00Z,2025-07-07T14:00Z
li-4045676,2025-07-01,772771474354,AmazonRDS,TimedStorage-S3,7.714,2025-07-16T04:00Z,2025-07-16T05:00Z
li-5547511,2025-06-01,858476775397,AmazonEC2,TimedStorage-S3,7.489,2025-06-20T16:00Z,2025-06-20T17:00Z
li-2581767,2025-07-01,362189006319,AmazonRDS,BoxUsage:m6i.xlarge,4.056,2025-07-08T01:00Z,2025-07-08T02:00Z
li-3311018,2025-07-01,816781432938,AmazonRDS,BoxUsage:m6i.xlarge,2.541,2025-07-14T00:00Z,2025-07-14T01:00Z
li-2615498,2025-07-01,241341918582,AmazonRDS,TimedStorage-S3,2.670,2025-07-14T11:00Z,2025-07-14T12:00Z
li-9876470,2025-06-01,917001660219,AmazonRDS,BoxUsage:m6i.xlarge,0.195,2025-06-18T14:00Z,2025-06-18T15:00Z
li-3469448,2025-07-01,516656874670,AmazonEC2,BoxUsage:m6i.xlarge,3.664,2025-07-11T05:00Z,2025-07-11T06:00Z
li-3680727,2025-06-01,607283599037,AmazonEC2,TimedStorage-S3,8.433,2025-06-18T12:00Z,2025-06-18T13:00Z
li-8923287,2025-06-01,817500403076,AmazonRDS,InstanceUsage:rds.t3.medium,0.861,2025-06-25T20:00Z,2025-06-25T21:00Z
li-5784667,2025-07-01,803191421423,AmazonRDS,BoxUsage:m6i.xlarge,5.284,2025-07-05T02:00Z,2025-07-05T03:00Z
li-5803583,2025-07-01,824668423593,AmazonS3,TimedStorage-S3,2.749,2025-07-05T15:00Z,2025-07-05T16:00Z
li-4392361,2025-07-01,550896713484,AmazonS3,InstanceUsage:rds.t3.medium,8.644,2025-07-13T11:00Z,2025-07-13T12:00Z
li-3823261,2025-07-01,866549506233,AmazonEC2,TimedStorage-S3,0.401,2025-07-12T17:00Z,2025-07-12T18:00Z
li-6757605,2025-06-01,582931196585,AmazonEC2,BoxUsage:m6i.xlarge,7.383,2025-06-18T22:00Z,2025-06-18T23:00Z
li-9915059,2025-06-01,510120305336,AmazonEC2,BoxUsage:m6i.xlarge,5.550,2025-06-27T04:00Z,2025-06-27T05:00Z
li-4546175,2025-07-01,364135412860,AmazonEC2,BoxUsage:m6i.xlarge,9.848,2025-07-12T02:00Z,2025-07-12T03:00Z
li-1513301,2025-07-01,176484172917,AmazonS3,InstanceUsage:rds.t3.medium,4.946,2025-07-13T15:00Z,2025-07-13T16:00Z
li-9924015,2025-06-01,267203101636,AmazonS3,InstanceUsage:rds.t3.medium,8.922,2025-06-28T11:00Z,2025-06-28T12:00Z
li-4788222,2025-07-01,956730238444,AmazonEC2,InstanceUsage:rds.t3.medium,1.955,2025-07-04T19:00Z,2025-07-04T20:00Z
li-5619636,2025-07-01,154846323427,AmazonEC2,BoxUsage:m6i.xlarge,4.700,2025-07-15T18:00Z,2025-07-15T19:00Z
li-4900339,2025-07-01,128136947893,AmazonS3,InstanceUsage:rds.t3.medium,6.699,2025-07-15T12:00Z,2025-07-15T13:00Z
li-2908922,2025-07-01,725264613604,AmazonEC2,InstanceUsage:rds.t3.medium,0.492,2025-07-16T11:00Z,2025-07-16T12:00Z
li-7301173,2025-06-01,733616941193,AmazonS3,BoxUsage:m6i.xlarge,6.460,2025-06-20T07:00Z,2025-06-20T08:00Z
li-1283584,2025-07-01,314366912681,AmazonS3,BoxUsage:m6i.xlarge,9.616,2025-07-02T11:00Z,2025-07-02T12:00Z
li-8807078,2025-07-01,611815421493,AmazonS3,BoxUsage:m6i.xlarge,1.661,2025-07-12T13:00Z,2025-07-12T14:00Z
li-2638616,2025-06-01,372795885053,AmazonS3,BoxUsage:m6i.xlarge,8.255,2025-06-22T06:00Z,2025-06-22T07:00Z
li-7885890,2025-06-01,542486029660,AmazonRDS,TimedStorage-S3,8.543,2025-06-20T02:00Z,2025-06-20T03:00Z
li-9700911,2025-06-01,252604628315,AmazonS3,BoxUsage:m6i.xlarge,7.080,2025-06-30T03:00Z,2025-06-30T04:00Z
li-7622657,2025-07-01,555501468777,AmazonS3,BoxUsage:m6i.xlarge,0.465,2025-07-10T01:00Z,2025-07-10T02:00Z
li-8148956,2025-06-01,277287179037,AmazonEC2,InstanceUsage:rds.t3.medium,2.017,2025-06-20T04:00Z,2025-06-20T05:00Z
li-3620691,2025-07-01,336227959396,AmazonEC2,InstanceUsage:rds.t3.medium,9.827,2025-07-10T07:00Z,2025-07-10T08:00Z
li-8601515,2025-07-01,574522407114,AmazonS3,InstanceUsage:rds.t3.medium,7.998,2025-07-02T08:00Z,2025-07-02T09:00Z
li-5434832,2025-07-01,123428430740,AmazonS3,BoxUsage:m6i.xlarge,1.630,2025-07-04T11:00Z,2025-07-04T12:00Z
li-6203881,2025-07-01,782195037863,AmazonS3,InstanceUsage:rds.t3.medium,4.945,2025-07-04T07:00Z,2025-07-04T08:00Z
li-9704397,2025-06-01,560778975870,AmazonS3,TimedStorage-S3,3.218,2025-06-29T02:00Z,2025-06-29T03:00Z
li-9822106,2025-06-01,861918202969,AmazonEC2,BoxUsage:m6i.xlarge,5.787,2025-06-30T17:00Z,2025-06-30T18:00Z
li-5332262,2025-06-01,131807291526,AmazonS3,BoxUsage:m6i.xlarge,3.490,2025-06-24T06:00Z,2025-06-24T07:00Z
li-9565254,2025-07-01,532897417947,AmazonRDS,TimedStorage-S3,5.028,2025-07-09T13:00Z,2025-07-09T14:00Z
li-5887056,2025-07-01,478948398355,AmazonS3,InstanceUsage:rds.t3.medium,9.708,2025-07-10T00:00Z,2025-07-10T01:00Z
li-6070501,2025-07-01,714569187683,AmazonRDS,TimedStorage-S3,3.249,2025-07-05T19:00Z,2025-07-05T20:00Z
li-8956187,2025-06-01,649251334694,AmazonEC2,TimedStorage-S3,2.855,2025-06-27T02:00Z,2025-06-27T03:00Z
li-5936767,2025-06-01,555905506363,AmazonEC2,BoxUsage:m6i.xlarge,1.802,2025-06-25T01:00Z,2025-06-25T02:00Z
li-7147562,2025-07-01,510382047305,AmazonS3,TimedStorage-S3,1.684,2025-07-01T10:00Z,2025-07-01T11:00Z
li-6951277,2025-07-01,282979168643,AmazonEC2,BoxUsage:m6i.xlarge,6.883,2025-07-17T00:00Z,2025-07-17T01:00Z
li-3072614,2025-07-01,755817348149,AmazonEC2,TimedStorage-S3,6.204,2025-07-03T20:00Z,2025-07-03T21:00Z
li-2619489,2025-07-01,379453922685,AmazonEC2,TimedStorage-S3,9.433,2025-07-01T05:00Z,2025-07-01T06:00Z
li-1110550,2025-06-01,403956245328,AmazonS3,BoxUsage:m6i.xlarge,4.738,2025-06-24T02:00Z,2025-06-24T03:00Z
li-1557220,2025-07-01,401986238179,AmazonRDS,InstanceUsage:rds.t3.medium,4.101,2025-07-15T00:00Z,2025-07-15T01:00Z
li-5115686,2025-07-01,107315995081,AmazonS3,InstanceUsage:rds.t3.medium,6.648,2025-07-08T11:00Z,2025-07-08T12:00Z
li-8094244,2025-06-01,634571152152,AmazonS3,InstanceUsage:rds.t3.medium,5.421,2025-06-27T07:00Z,2025-06-27T08:00Z
li-3008413,2025-07-01,242318083155,AmazonS3,InstanceUsage:rds.t3.medium,6.546,2025-07-02T06:00Z,2025-07-02T07:00Z
li-2510194,2025-07-01,333975968235,AmazonEC2,TimedStorage-S3,5.111,2025-07-04T10:00Z,2025-07-04T11:00Z
li-5440001,2025-07-01,586155791018,AmazonRDS,TimedStorage-S3,9.755,2025-07-14T18:00Z,2025-07-14T19:00Z
li-8286195,2025-07-01,350191945849,AmazonEC2,BoxUsage:m6i.xlarge,8.827,2025-07-01T14:00Z,2025-07-01T15:00Z
li-5609518,2025-06-01,559540773471,AmazonRDS,TimedStorage-S3,8.032,2025-06-25T19:00Z,2025-06-25T20:00Z
li-5710691,2025-06-01,931431161031,AmazonS3,TimedStorage-S3,8.412,2025-06-21T16:00Z,2025-06-21T17:00Z
li-9420577,2025-07-01,540193337817,AmazonRDS,TimedStorage-S3,2.956,2025-07-17T20:00Z,2025-07-17T21:00Z
li-6451455,2025-07-01,908386229689,AmazonS3,BoxUsage:m6i.xlarge,4.220,2025-07-07T06:00Z,2025-07-07T07:00Z
li-3141042,2025-06-01,853030723819,AmazonEC2,BoxUsage:m6i.xlarge,3.112,2025-06-21T11:00Z,2025-06-21T12:00Z
li-5919272,2025-07-01,643990946049,AmazonS3,InstanceUsage:rds.t3.medium,6.679,2025-07-05T00:00Z,2025-07-05T01:00Z
li-8187967,2025-06-01,620531253422,AmazonS3,InstanceUsage:rds.t3.medium,3.141,2025-06-21T16:00Z,2025-06-21T17:00Z
li-5422773,2025-06-01,185936223123,AmazonRDS,InstanceUsage:rds.t3.medium,0.703,2025-06-25T12:00Z,2025-06-25T13:00Z
li-4627881,2025-06-01,779399224950,AmazonEC2,InstanceUsage:rds.t3.medium,6.852,2025-06-30T05:00Z,2025-06-30T06:00Z
li-4037975,2025-06-01,388449665294,AmazonEC2,InstanceUsage:rds.t3.medium,3.989,2025-06-28T06:00Z,2025-06-28T07:00Z
li-3972048,2025-07-01,887356587177,AmazonEC2,BoxUsage:m6i.xlarge,3.784,2025-07-17T19:00Z,2025-07-17T20:00Z
li-5709199,2025-07-01,724245183255,AmazonRDS,BoxUsage:m6i.xlarge,1.229,2025-07-04T05:00Z,2025-07-04T06:00Z
li-6842379,2025-06-01,631070731847,AmazonEC2,BoxUsage:m6i.xlarge,2.555,2025-06-22T05:00Z,2025-06-22T06:00Z
li-1231095,2025-07-01,472542750662,AmazonEC2,InstanceUsage:rds.t3.medium,7.150,2025-07-12T10:00Z,2025-07-12T11:00Z
li-2551018,2025-06-01,649143765361,AmazonS3,BoxUsage:m6i.xlarge,2.745,2025-06-28T17:00Z,2025-06-28T18:00Z
li-5439798,2025-06-01,762938737993,AmazonRDS,InstanceUsage:rds.t3.medium,8.922,2025-06-21T13:00Z,2025-06-21T14:00Z
li-9328373,2025-07-01,314679374381,AmazonS3,InstanceUsage:rds.t3.medium,9.758,2025-07-08T20:00Z,2025-07-08T21:00Z
li-3381226,2025-07-01,563931612830,AmazonS3,InstanceUsage:rds.t3.medium,6.466,2025-07-04T11:00Z,2025-07-04T12:00Z
li-7234539,2025-06-01,559405546145,AmazonS3,BoxUsage:m6i.xlarge,7.213,2025-06-18T14:00Z,2025-06-18T15:00Z
li-7364671,2025-07-01,453861828135,AmazonRDS,BoxUsage:m6i.xlarge,2.865,2025-07-07T08:00Z,2025-07-07T09:00Z
li-2249760,2025-07-01,627761660680,AmazonS3,BoxUsage:m6i.xlarge,2.439,2025-07-09T11:00Z,2025-07-09T12:00Z
li-7408759,2025-06-01,177751802621,AmazonEC2,TimedStorage-S3,3.820,2025-06-20T19:00Z,2025-06-20T20:00Z
li-4462459,2025-06-01,827502946493,AmazonRDS,BoxUsage:m6i.xlarge,2.869,2025-06-27T11:00Z,2025-06-27T12:00Z
li-5556577,2025-06-01,644825081762,AmazonEC2,BoxUsage:m6i.xlarge,2.957,2025-06-26T03:00Z,2025-06-26T04:00Z
li-7036065,2025-07-01,508685465942,AmazonS3,InstanceUsage:rds.t3.medium,0.937,2025-07-15T06:00Z,2025-07-15T07:00Z
li-2713393,2025-06-01,352067658039,AmazonRDS,InstanceUsage:rds.t3.medium,1.071,2025-06-20T02:00Z,2025-06-20T03:00Z
li-7794986,2025-06-01,358474507921,AmazonS3,TimedStorage-S3,2.004,2025-06-28T02:00Z,2025-06-28T03:00Z
li-9601090,2025-07-01,462422025247,AmazonEC2,BoxUsage:m6i.xlarge,5.887,2025-07-02T11:00Z,2025-07-02T12:00Z
li-4730903,2025-06-01,254386810650,AmazonEC2,TimedStorage-S3,6.026,2025-06-21T15:00Z,2025-06-21T16:00Z
li-4858262,2025-06-01,797401781022,AmazonS3,InstanceUsage:rds.t3.medium,0.933,2025-06-22T19:00Z,2025-06-22T20:00Z
li-2996402,2025-06-01,603253966086,AmazonEC2,BoxUsage:m6i.xlarge,0.658,2025-06-22T15:00Z,2025-06-22T16:00Z
li-8148221,2025-06-01,611608938040,AmazonS3,TimedStorage-S3,8.285,2025-06-25T16:00Z,2025-06-25T17:00Z
li-3729604,2025-06-01,355774122535,AmazonS3,TimedStorage-S3,2.028,2025-06-23T21:00Z,2025-06-23T22:00Z
li-6155550,2025-06-01,503639207724,AmazonS3,InstanceUsage:rds.t3.medium,4.075,2025-06-22T14:00Z,2025-06-22T15:00Z
li-4231407,2025-06-01,777601488818,AmazonS3,TimedStorage-S3,5.531,2025-06-20T15:00Z,2025-06-20T16:00Z
li-9457784,2025-07-01,136660196409,AmazonEC2,TimedStorage-S3,1.185,2025-07-03T09:00Z,2025-07-03T10:00Z
li-4155056,2025-07-01,520683720631,AmazonS3,InstanceUsage:rds.t3.medium,8.676,2025-07-16T09:00Z,2025-07-16T10:00Z
li-1863049,2025-07-01,558776662244,AmazonEC2,TimedStorage-S3,7.643,2025-07-02T10:00Z,2025-07-02T11:00Z
li-1893096,2025-06-01,933039704133,AmazonRDS,BoxUsage:m6i.xlarge,9.518,2025-06-19T22:00Z,2025-06-19T23:00Z
li-6611655,2025-06-01,802746322967,AmazonEC2,TimedStorage-S3,3.545,2025-06-18T00:00Z,2025-06-18T01:00Z
li-7657889,2025-07-01,689315125430,AmazonS3,BoxUsage:m6i.xlarge,4.232,2025-07-13T15:00Z,2025-07-13T16:00Z
li-3695153,2025-07-01,689214344441,AmazonS3,BoxUsage:m6i.xlarge,2.327,2025-07-06T11:00Z,2025-07-06T12:00Z
li-8981059,2025-06-01,226461287623,AmazonS3,BoxUsage:m6i.xlarge,8.591,2025-06-30T09:00Z,2025-06-30T10:00Z
li-8096031,2025-06-01,645564563134,AmazonRDS,TimedStorage-S3,4.896,2025-06-18T16:00Z,2025-06-18T17:00Z
li-3442669,2025-07-01,815563074196,AmazonRDS,TimedStorage-S3,0.682,2025-07-12T18:00Z,2025-07-12T19:00Z
li-6313820,2025-06-01,214085941012,AmazonRDS,BoxUsage:m6i.xlarge,6.253,2025-06-18T02:00Z,2025-06-18T03:00Z
li-4527246,2025-06-01,785667332329,AmazonRDS,InstanceUsage:rds.t3.medium,2.593,2025-06-18T00:00Z,2025-06-18T01:00Z
li-9500331,2025-07-01,269101129561,AmazonRDS,InstanceUsage:rds.t3.medium,8.783,2025-07-16T00:00Z,2025-07-16T01:00Z
li-5730084,2025-07-01,964535072943,AmazonEC2,BoxUsage:m6i.xlarge,0.213,2025-07-04T00:00Z,2025-07-04T01:00Z
li-5685639,2025-07-01,501484849114,AmazonS3,InstanceUsage:rds.t3.medium,6.549,2025-07-10T11:00Z,2025-07-10T12:00Z
li-4871395,2025-06-01,734083456860,AmazonRDS,InstanceUsage:rds.t3.medium,8.138,2025-06-30T02:00Z,2025-06-30T03:00Z
li-7628252,2025-07-01,188408362911,AmazonEC2,InstanceUsage:rds.t3.medium,7.424,2025-07-04T00:00Z,2025-07-04T01:00Z
li-5899704,2025-06-01,414493288431,AmazonRDS,BoxUsage:m6i.xlarge,7.208,2025-06-21T12:00Z,2025-06-21T13:00Z
